BatName,BowlName,0s,1s,2s,3s,4s,6s,Out,BowlclustNo,BatclustNo
DJ Bravo ,P Kumar,0.1428571429,0.7142857143,0,0,0,0,0.1428571429,4,2
DJ Bravo ,P Suyal,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,1,2
DJ Bravo ,PJ Cummins,0,0.5,0.25,0,0,0,0.25,1,2
DJ Bravo ,PP Chawla,0.625,0.125,0,0,0.125,0,0.125,4,2
DJ Bravo ,PP Chawla,0.6,0.2,0,0,0,0,0.2,4,2
DJ Bravo ,PV Tambe,0.0833333333,0.5,0,0,0.25,0.0833333333,0.0833333333,0,2
DJ Bravo ,SR Watson,0.1666666667,0.1666666667,0,0,0.5,0,0.1666666667,4,2
DJ Bravo ,TA Boult,0,0.3333333333,0,0,0.3333333333,0,0.3333333333,3,2
DJ Bravo ,YK Pathan,0.375,0.375,0,0,0.125,0,0.125,0,2
DJ Bravo ,Yuvraj Singh,0.6666666667,0,0,0,0,0,0.3333333333,0,2
DJ Hooda ,A Mishra,0.25,0.375,0.25,0,0,0,0.125,4,4
DJ Hooda ,AD Mathews,0,0.1666666667,0.1666666667,0,0.3333333333,0.1666666667,0.1666666667,0,4
DJ Hooda ,AR Patel,0,0.5,0,0,0,0,0.5,3,4
DJ Hooda ,AR Patel,0.2,0.6,0,0,0,0,0.2,3,4
DJ Hooda ,Anureet Singh,0,0.5,0,0,0,0,0.5,0,4
DJ Hooda ,Anureet Singh,0.25,0,0,0,0.25,0.25,0.25,0,4
DJ Hooda ,D Wiese,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,3,4
DJ Hooda ,D Wiese,0.4,0.2,0.2,0,0,0,0.2,3,4
DJ Hooda ,DJ Bravo,0.2,0.6,0,0,0,0,0.2,4,4
DJ Hooda ,GJ Maxwell,0.2,0.2,0,0,0,0.4,0.2,3,4
DJ Hooda ,HV Patel,0.5,0,0.3333333333,0,0,0,0.1666666667,0,4
DJ Hooda ,Imran Tahir,0.2,0.4,0,0,0,0.2,0.2,3,4
DJ Hooda ,Iqbal Abdulla,0.5,0,0,0,0,0,0.5,0,4
DJ Hooda ,JD Unadkat,0.2,0.2,0,0,0,0.4,0.2,0,4
DJ Hooda ,KV Sharma,0.5,0,0.25,0,0,0,0.25,3,4
DJ Hooda ,Karanveer Singh,0.3333333333,0.1111111111,0.2222222222,0,0,0.2222222222,0.1111111111,0,4
DJ Hooda ,MA Starc,0.4,0.2,0.2,0,0,0,0.2,3,4
DJ Hooda ,MC Henriques,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,4
DJ Hooda ,MJ McClenaghan,0,0.5,0,0,0,0,0.5,0,4
DJ Hooda ,NM Coulter-Nile,0,0.25,0.25,0,0.25,0,0.25,3,4
DJ Hooda ,P Negi,0.125,0.375,0.25,0,0.125,0,0.125,3,4
DJ Hooda ,RA Jadeja,0.5,0.25,0,0,0,0,0.25,4,4
DJ Hooda ,RS Bopara,0.2,0.4,0.2,0,0,0,0.2,3,4
DJ Hooda ,S Gopal,0,0.25,0,0,0,0.5,0.25,1,4
DJ Hooda ,SL Malinga,0.5,0,0,0,0,0,0.5,1,4
DJ Hooda ,SL Malinga,0.5,0,0,0,0,0,0.5,4,4
DJ Hooda ,Shivam Sharma,0.5,0,0,0,0.25,0,0.25,4,4
DJ Hooda ,YS Chahal,0,0.5,0,0,0,0,0.5,0,4
DJ Hooda ,Yuvraj Singh,0,0.6666666667,0,0,0,0,0.3333333333,0,4
DJ Muthuswami ,D Wiese,0.5,0,0,0,0,0,0.5,3,0
DJ Muthuswami ,HV Patel,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,0
DJG Sammy ,A Ashish Reddy,0.5,0,0,0,0,0,0.5,3,4
DJG Sammy ,KV Sharma,0.2857142857,0.5714285714,0,0,0,0,0.1428571429,0,4
DJG Sammy ,PP Chawla,0,0.6666666667,0,0,0,0,0.3333333333,4,4
DJG Sammy ,RS Bopara,0,0.6666666667,0,0,0,0,0.3333333333,3,4
DJG Sammy ,SP Narine,0,0.6666666667,0,0,0,0,0.3333333333,0,4
DJG Sammy ,Shakib Al Hasan,0.5,0.25,0,0,0,0,0.25,2,4
DJG Sammy ,YK Pathan,0,0.6666666667,0,0,0,0,0.3333333333,0,4
DR Smith ,A Mishra,0.25,0.5,0,0,0,0,0.25,4,3
DR Smith ,AD Russell,0,0.5,0,0,0,0,0.5,0,3
DR Smith ,Ankit Sharma,0.125,0.25,0.25,0,0.125,0.125,0.125,3,3
DR Smith ,Ankit Sharma,0.5,0,0,0,0,0,0.5,3,3
DR Smith ,Anureet Singh,0.5,0,0,0,0,0,0.5,3,3
DR Smith ,B Kumar,0.7777777778,0,0,0,0.1111111111,0,0.1111111111,2,3
DR Smith ,B Kumar,0.5,0.1666666667,0,0,0,0.1666666667,0.1666666667,2,3
DR Smith ,CH Morris,0.7777777778,0,0.1111111111,0,0,0,0.1111111111,0,3
DR Smith ,CH Morris,0.6666666667,0.1666666667,0,0,0,0,0.1666666667,0,3
DR Smith ,D Wiese,0.375,0.125,0,0,0.125,0.25,0.125,3,3
DR Smith ,DJ Hooda,0,0.4,0,0,0.4,0,0.2,1,3
DR Smith ,DJ Muthuswami,0.4545454545,0.1818181818,0.0909090909,0,0.1818181818,0,0.0909090909,1,3
DR Smith ,GB Hogg,0,0.75,0,0,0,0,0.25,3,3
DR Smith ,GS Sandhu,0,0.5,0,0,0.25,0,0.25,1,3
DR Smith ,HH Pandya,0.4,0.2666666667,0,0,0.2666666667,0,0.0666666667,4,3
DR Smith ,HV Patel,0.5,0.25,0,0,0.125,0,0.125,4,3
DR Smith ,Harbhajan Singh,0.2727272727,0.3636363636,0,0,0.2727272727,0,0.0909090909,4,3
DR Smith ,Harbhajan Singh,0.1666666667,0.3333333333,0.1666666667,0,0.1666666667,0,0.1666666667,3,3
DR Smith ,Harbhajan Singh,0.4285714286,0.1428571429,0,0,0.1428571429,0.1428571429,0.1428571429,0,3
DR Smith ,I Sharma,0.5555555556,0.1111111111,0,0,0.2222222222,0,0.1111111111,2,3
DR Smith ,Imran Tahir,0.5714285714,0.1428571429,0,0,0.1428571429,0,0.1428571429,3,3
DR Smith ,J Suchith,0.2857142857,0.4285714286,0,0,0.1428571429,0,0.1428571429,3,3
DR Smith ,J Suchith,0.3636363636,0,0,0,0.2727272727,0.2727272727,0.0909090909,3,3
DR Smith ,JA Morkel,0.3333333333,0.2222222222,0,0,0.3333333333,0,0.1111111111,4,3
DR Smith ,JA Morkel,0.5,0,0,0,0,0,0.5,4,3
DR Smith ,JP Faulkner,0.625,0,0.125,0,0,0.125,0.125,2,3
DR Smith ,KV Sharma,0.1666666667,0.5,0,0,0,0.1666666667,0.1666666667,3,3
DR Smith ,Karanveer Singh,0.4615384615,0,0.0769230769,0,0.2307692308,0.1538461538,0.0769230769,0,3
DR Smith ,M de Lange,0.9230769231,0,0,0,0,0,0.0769230769,1,3
DR Smith ,MA Starc,0.6666666667,0.2222222222,0,0,0,0,0.1111111111,3,3
DR Smith ,MA Starc,0.8571428571,0,0,0,0,0,0.1428571429,3,3
DR Smith ,MA Starc,0.25,0.375,0,0,0.25,0,0.125,3,3
DR Smith ,MC Henriques,0.5,0,0,0,0,0,0.5,0,3
DR Smith ,MJ McClenaghan,0.5,0.1,0.1,0,0.2,0,0.1,0,3
DR Smith ,MJ McClenaghan,0.5,0.25,0,0,0,0.125,0.125,0,3
DR Smith ,NM Coulter-Nile,0.6,0.2,0,0,0,0,0.2,3,3
DR Smith ,P Kumar,0.4,0.2,0,0,0.2,0,0.2,4,3
DR Smith ,P Suyal,0.4,0.3,0,0,0.2,0,0.1,1,3
DR Smith ,PJ Cummins,0.625,0.125,0,0,0.125,0,0.125,1,3
DR Smith ,PJ Cummins,0.5,0,0,0,0,0,0.5,1,3
DR Smith ,PV Tambe,0,0.5,0.25,0,0,0,0.25,0,3
DR Smith ,Vinay Kumar,0.5,0.25,0,0,0.125,0,0.125,4,3
DR Smith ,Vinay Kumar,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,4,3
DR Smith ,S Aravind,0.3333333333,0.3333333333,0,0,0.1666666667,0,0.1666666667,0,3
DR Smith ,S Nadeem,0.6923076923,0.1538461538,0,0,0,0.0769230769,0.0769230769,0,3
DR Smith ,SL Malinga,0.3333333333,0,0.1666666667,0,0.3333333333,0,0.1666666667,4,3
DR Smith ,SL Malinga,0.5454545455,0.2727272727,0,0,0.0909090909,0,0.0909090909,4,3
DR Smith ,SL Malinga,0.8,0,0,0,0,0,0.2,4,3
DR Smith ,SR Watson,0.4,0.2,0,0,0.2,0,0.2,4,3
DR Smith ,TA Boult,0.6,0.1,0,0,0.2,0,0.1,3,3
DR Smith ,TA Boult,0.5,0.1666666667,0,0,0.1666666667,0,0.1666666667,3,3
DR Smith ,UT Yadav,0.3333333333,0.2222222222,0,0,0.2222222222,0.1111111111,0.1111111111,4,3
DR Smith ,YS Chahal,0.25,0.25,0.125,0,0.125,0.125,0.125,0,3
DR Smith ,Z Khan,0.7777777778,0,0,0,0.1111111111,0,0.1111111111,4,3
DS Kulkarni ,HV Patel,0,0.5,0,0,0,0,0.5,0,0
DS Kulkarni ,MA Starc,0.5,0,0,0,0,0,0.5,3,0
DS Kulkarni ,MA Starc,0.6666666667,0.1666666667,0,0,0,0,0.1666666667,3,0
DS Kulkarni ,YS Chahal,0.4,0.4,0,0,0,0,0.2,0,0
DW Steyn ,AD Russell,0,0.5,0,0,0,0,0.5,0,0
DW Steyn ,KA Pollard,0.1666666667,0.3333333333,0.1666666667,0,0.1666666667,0,0.1666666667,2,0
DW Steyn ,Vinay Kumar,0.1666666667,0.3333333333,0,0,0.3333333333,0,0.1666666667,4,0
DW Steyn ,SL Malinga,0.5,0,0,0,0,0,0.5,4,0
DW Steyn ,SL Malinga,0,0.5,0,0,0,0,0.5,4,0
EJG Morgan ,A Mishra,0.2,0.6,0,0,0,0,0.2,4,2
EJG Morgan ,A Nehra,0,0.5,0,0,0,0,0.5,4,2
EJG Morgan ,BE Hendricks,0.6666666667,0,0,0,0,0,0.3333333333,1,2
EJG Morgan ,CH Morris,0,0.1666666667,0.1666666667,0,0.3333333333,0.1666666667,0.1666666667,0,2
EJG Morgan ,D Wiese,0,0.6666666667,0,0,0,0,0.3333333333,3,2
EJG Morgan ,DJ Bravo,0.1428571429,0.7142857143,0,0,0,0,0.1428571429,4,2
EJG Morgan ,DJ Hooda,0.3333333333,0.3333333333,0.1666666667,0,0,0,0.1666666667,1,2
EJG Morgan ,DJ Hooda,0.5,0.25,0,0,0,0,0.25,1,2
EJG Morgan ,DS Kulkarni,0.7142857143,0.1428571429,0,0,0,0,0.1428571429,2,2
EJG Morgan ,GB Hogg,0.5,0,0,0,0,0,0.5,3,2
EJG Morgan ,GJ Maxwell,0.1666666667,0.1666666667,0,0,0.1666666667,0.3333333333,0.1666666667,3,2
EJG Morgan ,J Botha,0.4,0.4,0,0,0,0,0.2,0,2
EJG Morgan ,J Yadav,0.25,0.5,0.125,0,0,0,0.125,1,2
EJG Morgan ,JP Duminy,0.3333333333,0.3333333333,0,0,0.1666666667,0,0.1666666667,0,2
EJG Morgan ,JP Duminy,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,2
EJG Morgan ,JP Faulkner,0.375,0.375,0,0,0,0.125,0.125,2,2
EJG Morgan ,JP Faulkner,0,0.6666666667,0,0,0,0,0.3333333333,2,2
EJG Morgan ,MA Starc,0.3333333333,0.1666666667,0.1666666667,0,0,0.1666666667,0.1666666667,3,2
EJG Morgan ,MJ McClenaghan,0.7,0.1,0.1,0,0,0,0.1,0,2
EJG Morgan ,MM Sharma,0.2222222222,0.3333333333,0.1111111111,0,0.1111111111,0.1111111111,0.1111111111,2,2
EJG Morgan ,NM Coulter-Nile,0.6666666667,0.1666666667,0,0,0,0,0.1666666667,3,2
EJG Morgan ,P Negi,0.25,0.25,0,0,0,0.25,0.25,3,2
EJG Morgan ,PP Chawla,0.4,0.4,0,0,0,0,0.2,4,2
EJG Morgan ,PV Tambe,0.6,0,0.2,0,0,0,0.2,0,2
EJG Morgan ,PV Tambe,0.3333333333,0.1111111111,0.1111111111,0,0.1111111111,0.2222222222,0.1111111111,0,2
EJG Morgan ,Vinay Kumar,0,0.5,0,0,0.25,0,0.25,4,2
EJG Morgan ,RG More,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,1,2
EJG Morgan ,RN ten Doeschate,0.5,0,0,0,0,0,0.5,1,2
EJG Morgan ,SK Raina,0.5,0.375,0,0,0,0,0.125,0,2
EJG Morgan ,SL Malinga,0.6666666667,0,0,0,0,0,0.3333333333,4,2
EJG Morgan ,SR Watson,0.2222222222,0.1111111111,0.2222222222,0,0.1111111111,0.2222222222,0.1111111111,4,2
EJG Morgan ,STR Binny,0.3333333333,0.3333333333,0.1111111111,0,0.1111111111,0,0.1111111111,3,2
EJG Morgan ,TG Southee,0,0.3333333333,0,0,0.3333333333,0,0.3333333333,0,2
EJG Morgan ,YK Pathan,0,0.5,0,0,0,0,0.5,0,2
EJG Morgan ,Z Khan,0.2,0.4,0,0,0.2,0,0.2,4,2
F du Plessis ,A Ashish Reddy,0,0.5,0,0,0,0,0.5,3,2
F du Plessis ,A Mishra,0.2222222222,0.4444444444,0.2222222222,0,0,0,0.1111111111,4,2
F du Plessis ,AD Russell,0,0.6666666667,0.1666666667,0,0,0,0.1666666667,0,2
F du Plessis ,AR Patel,0.2142857143,0.4285714286,0.0714285714,0,0.1428571429,0.0714285714,0.0714285714,3,2
F du Plessis ,Ankit Sharma,0.4166666667,0.25,0,0.0833333333,0.1666666667,0,0.0833333333,3,2
F du Plessis ,Ankit Sharma,0.6666666667,0,0,0,0,0,0.3333333333,3,2
F du Plessis ,Anureet Singh,0.25,0.5,0,0,0,0,0.25,0,2
F du Plessis ,BE Hendricks,0.1666666667,0.1666666667,0,0.3333333333,0.1666666667,0,0.1666666667,1,2
F du Plessis ,CH Morris,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,2
F du Plessis ,CH Morris,0,0.5,0,0,0,0,0.5,0,2
F du Plessis ,D Wiese,0.125,0.5,0,0,0.25,0,0.125,3,2
F du Plessis ,D Wiese,0,0.75,0,0,0,0,0.25,3,2
F du Plessis ,D Wiese,0,0.3333333333,0,0,0,0.3333333333,0.3333333333,3,2
F du Plessis ,DJ Muthuswami,0,0.3333333333,0,0,0.3333333333,0,0.3333333333,1,2
F du Plessis ,GB Hogg,0.5,0,0,0,0.25,0,0.25,3,2
F du Plessis ,GB Hogg,0.2222222222,0.5555555556,0,0,0.1111111111,0,0.1111111111,3,2
F du Plessis ,GJ Maxwell,0.25,0.25,0,0,0.25,0,0.25,3,2
F du Plessis ,GS Sandhu,0,0.4,0.4,0,0,0,0.2,1,2
F du Plessis ,Gurkeerat Singh,0.25,0.625,0,0,0,0,0.125,1,2
F du Plessis ,HH Pandya,0,0.6666666667,0,0,0,0,0.3333333333,4,2
F du Plessis ,HV Patel,0.75,0,0,0,0,0,0.25,4,2
F du Plessis ,HV Patel,0.2,0.6,0,0,0,0,0.2,4,2
F du Plessis ,Harbhajan Singh,0.25,0.25,0,0,0.25,0,0.25,3,2
F du Plessis ,Harbhajan Singh,0.3,0.4,0.1,0,0,0.1,0.1,0,2
F du Plessis ,Harbhajan Singh,0.1818181818,0.6363636364,0,0,0.0909090909,0,0.0909090909,0,2
F du Plessis ,Imran Tahir,0.2,0.4,0.2,0,0,0,0.2,3,2
F du Plessis ,Iqbal Abdulla,0.2222222222,0.4444444444,0,0,0.2222222222,0,0.1111111111,0,2
F du Plessis ,Iqbal Abdulla,0.1428571429,0.5714285714,0,0,0,0.1428571429,0.1428571429,0,2
F du Plessis ,J Suchith,0.2,0.6,0,0,0,0,0.2,3,2
F du Plessis ,J Suchith,0.25,0.5,0,0,0,0,0.25,3,2
F du Plessis ,J Yadav,0,0.75,0,0,0,0,0.25,1,2
F du Plessis ,JA Morkel,0.2,0.2,0.2,0,0.2,0,0.2,4,2
F du Plessis ,JA Morkel,0.3333333333,0.3333333333,0,0,0.2222222222,0,0.1111111111,4,2
F du Plessis ,JP Duminy,0.4285714286,0,0.2857142857,0,0.1428571429,0,0.1428571429,0,2
F du Plessis ,JP Faulkner,0,0.6666666667,0,0,0,0,0.3333333333,2,2
F du Plessis ,KA Pollard,0.2,0.6,0,0,0,0,0.2,2,2
F du Plessis ,KV Sharma,0,0.6666666667,0.1666666667,0,0,0,0.1666666667,0,2
F du Plessis ,MA Starc,0,0.3333333333,0,0.1666666667,0.3333333333,0,0.1666666667,3,2
F du Plessis ,MC Henriques,0.3,0.4,0,0,0.2,0,0.1,0,2
F du Plessis ,MJ McClenaghan,0.4,0,0,0,0.4,0.1,0.1,0,2
F du Plessis ,MJ McClenaghan,0.5,0,0,0,0,0,0.5,0,2
F du Plessis ,P Kumar,0,0.4,0.2,0,0.2,0,0.2,4,2
F du Plessis ,PJ Cummins,0.2,0.6,0,0,0,0,0.2,1,2
F du Plessis ,PP Chawla,0.4285714286,0,0,0,0.4285714286,0,0.1428571429,4,2
F du Plessis ,PP Chawla,0.1,0.6,0.2,0,0,0,0.1,4,2
F du Plessis ,PV Tambe,0.1666666667,0.3333333333,0.1666666667,0,0.1666666667,0,0.1666666667,0,2
F du Plessis ,R Bhatia,0.1666666667,0.6666666667,0,0,0,0,0.1666666667,2,2
F du Plessis ,R Dhawan,0.4444444444,0.1111111111,0.2222222222,0,0.1111111111,0,0.1111111111,3,2
F du Plessis ,Vinay Kumar,0.3333333333,0.3333333333,0.1666666667,0,0,0,0.1666666667,4,2
F du Plessis ,Vinay Kumar,0.5,0.1666666667,0,0,0.1666666667,0,0.1666666667,4,2
F du Plessis ,Vinay Kumar,0.6666666667,0,0,0,0,0,0.3333333333,4,2
F du Plessis ,S Aravind,0.5555555556,0.2222222222,0,0.1111111111,0,0,0.1111111111,0,2
F du Plessis ,SL Malinga,0,0.5,0,0,0,0,0.5,0,2
F du Plessis ,SL Malinga,0,0.75,0,0,0,0,0.25,4,2
F du Plessis ,SL Malinga,0.6666666667,0.1666666667,0,0,0,0,0.1666666667,4,2
F du Plessis ,Sandeep Sharma,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,4,2
F du Plessis ,TA Boult,0,0.5,0,0,0.25,0,0.25,3,2
F du Plessis ,UT Yadav,0.3333333333,0,0,0,0.3333333333,0,0.3333333333,4,2
F du Plessis ,UT Yadav,0.5,0.25,0,0,0,0,0.25,4,2
F du Plessis ,V Kohli,0,0.5,0.25,0,0,0,0.25,3,2
F du Plessis ,YS Chahal,0.2,0.4,0.2,0,0,0,0.2,0,2
F du Plessis ,YS Chahal,0.5,0.25,0,0,0,0,0.25,0,2
F du Plessis ,YS Chahal,0,0.8,0,0,0,0,0.2,0,2
F du Plessis ,Yuvraj Singh,0.2222222222,0.5555555556,0,0,0.1111111111,0,0.1111111111,0,2
G Gambhir ,A Mishra,0,0.7142857143,0.1428571429,0,0,0,0.1428571429,4,1
G Gambhir ,A Nehra,0.3333333333,0.3333333333,0.1111111111,0,0,0.1111111111,0.1111111111,4,1
G Gambhir ,AD Mathews,0.1428571429,0.4285714286,0,0,0.3571428571,0,0.0714285714,0,1
G Gambhir ,AR Patel,0.6,0.2,0,0,0,0,0.2,3,1
G Gambhir ,Anureet Singh,0,0,0,0,0.5,0,0.5,3,1
G Gambhir ,Anureet Singh,0.625,0.125,0,0,0.125,0,0.125,0,1
G Gambhir ,B Kumar,0.2857142857,0.2857142857,0,0,0.2857142857,0,0.1428571429,2,1
G Gambhir ,B Kumar,0,0.6666666667,0,0,0,0,0.3333333333,2,1
G Gambhir ,BE Hendricks,0.25,0.25,0,0,0.25,0,0.25,1,1
G Gambhir ,CH Morris,0.5,0.25,0,0,0,0,0.25,0,1
G Gambhir ,CJ Anderson,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,1,1
G Gambhir ,D Wiese,0.4,0.2,0,0,0.2,0,0.2,3,1
G Gambhir ,DJ Muthuswami,0.5833333333,0.0833333333,0,0,0.25,0,0.0833333333,1,1
G Gambhir ,DJG Sammy,0.2,0.4,0,0,0.2,0,0.2,3,1
G Gambhir ,DW Steyn,0.5,0.3333333333,0,0,0,0,0.1666666667,4,1
G Gambhir ,DW Steyn,0.4545454545,0.0909090909,0.1818181818,0,0.1818181818,0,0.0909090909,4,1
G Gambhir ,GJ Maxwell,0,0.6666666667,0,0,0,0,0.3333333333,3,1
G Gambhir ,Gurkeerat Singh,0.5,0.3333333333,0,0,0,0,0.1666666667,1,1
G Gambhir ,HV Patel,0.4285714286,0.4285714286,0,0,0,0,0.1428571429,4,1
G Gambhir ,HV Patel,0,0.5,0,0,0,0,0.5,4,1
G Gambhir ,Harbhajan Singh,0.2857142857,0.4285714286,0,0,0.1428571429,0,0.1428571429,0,1
G Gambhir ,Harbhajan Singh,0.125,0.375,0.125,0,0.3125,0,0.0625,0,1
G Gambhir ,IC Pandey,0.5,0,0,0,0,0,0.5,3,1
G Gambhir ,Imran Tahir,0.3076923077,0.6153846154,0,0,0,0,0.0769230769,3,1
G Gambhir ,J Suchith,0.125,0.375,0.25,0,0.125,0,0.125,3,1
G Gambhir ,JA Morkel,0,0.5,0,0,0,0,0.5,4,1
G Gambhir ,JJ Bumrah,0.5,0.1666666667,0,0,0.1666666667,0,0.1666666667,0,1
G Gambhir ,JP Duminy,0,0.25,0,0,0.5,0,0.25,0,1
G Gambhir ,JP Duminy,0,0.5,0,0,0,0,0.5,0,1
G Gambhir ,KV Sharma,0.3333333333,0,0.3333333333,0,0,0,0.3333333333,0,1
G Gambhir ,MA Starc,0,0.3333333333,0,0,0.3333333333,0,0.3333333333,3,1
G Gambhir ,MC Henriques,0.4,0.2,0,0,0.2,0,0.2,0,1
G Gambhir ,MG Johnson,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,1
G Gambhir ,MJ McClenaghan,0.4285714286,0.2857142857,0,0,0.1428571429,0,0.1428571429,0,1
G Gambhir ,MM Sharma,0.5555555556,0.2222222222,0,0,0,0.1111111111,0.1111111111,2,1
G Gambhir ,Thisara Perera,0,0.6666666667,0,0,0,0,0.3333333333,0,1
G Gambhir ,NM Coulter-Nile,0.1428571429,0.7142857143,0,0,0,0,0.1428571429,3,1
G Gambhir ,P Kumar,0.5,0,0,0,0,0,0.5,4,1
G Gambhir ,P Kumar,0,0.5,0,0,0,0,0.5,4,1
G Gambhir ,PP Ojha,0.1111111111,0.4444444444,0.2222222222,0,0,0.1111111111,0.1111111111,4,1
G Gambhir ,Vinay Kumar,0.1666666667,0.5,0,0,0.1666666667,0,0.1666666667,4,1
G Gambhir ,Vinay Kumar,0.6363636364,0.1818181818,0,0,0.0909090909,0,0.0909090909,4,1
G Gambhir ,SA Abbott,0.1428571429,0.4285714286,0,0,0.1428571429,0.1428571429,0.1428571429,1,1
G Gambhir ,SL Malinga,0.5,0.25,0,0,0,0,0.25,0,1
G Gambhir ,SL Malinga,0.3333333333,0.1666666667,0.1666666667,0,0.1666666667,0,0.1666666667,0,1
G Gambhir ,Sandeep Sharma,0.6666666667,0.1111111111,0.1111111111,0,0,0,0.1111111111,4,1
G Gambhir ,Sandeep Sharma,0.4444444444,0.2222222222,0,0,0.2222222222,0,0.1111111111,4,1
G Gambhir ,VR Aaron,0.5,0.1428571429,0.0714285714,0,0.2142857143,0,0.0714285714,0,1
G Gambhir ,VR Aaron,0,0.5,0,0,0,0,0.5,0,1
G Gambhir ,YS Chahal,0.3,0.3,0.2,0,0.1,0,0.1,0,1
G Gambhir ,Z Khan,0.5714285714,0.2857142857,0,0,0,0,0.1428571429,4,1
GB Hogg ,A Nehra,0,0,0.5,0,0,0,0.5,4,0
GB Hogg ,Anureet Singh,0,0.5,0,0,0,0,0.5,3,0
GB Hogg ,BE Hendricks,0,0.5,0,0,0,0,0.5,1,0
GB Hogg ,Sandeep Sharma,0,0.75,0,0,0,0,0.25,0,0
GH Vihari ,Anureet Singh,0.3333333333,0.1666666667,0,0,0.3333333333,0,0.1666666667,3,4
GH Vihari ,DJ Bravo,0.2,0.4,0,0,0.2,0,0.2,4,4
GH Vihari ,GB Hogg,0.4,0.4,0,0,0,0,0.2,3,4
GH Vihari ,MG Johnson,0.75,0,0,0,0,0,0.25,0,4
GH Vihari ,MJ McClenaghan,0,0.6666666667,0,0,0,0,0.3333333333,0,4
GH Vihari ,MM Sharma,0,0,0.5,0,0,0,0.5,2,4
GH Vihari ,PP Chawla,0.4285714286,0.4285714286,0,0,0,0,0.1428571429,4,4
GH Vihari ,Vinay Kumar,0.2,0.2,0,0,0.4,0,0.2,4,4
GH Vihari ,RN ten Doeschate,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,1,4
GH Vihari ,SL Malinga,0.4,0.2,0,0,0.2,0,0.2,4,4
GJ Bailey ,A Mishra,0,0.25,0,0,0.25,0.25,0.25,4,4
GJ Bailey ,A Mishra,0.5,0.25,0,0,0,0,0.25,4,4
GJ Bailey ,A Nehra,0.5,0,0,0,0,0,0.5,4,4
GJ Bailey ,A Nehra,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,4,4
GJ Bailey ,AD Russell,0.1818181818,0.4545454545,0.0909090909,0,0.1818181818,0,0.0909090909,0,4
GJ Bailey ,B Kumar,0.25,0.5,0,0,0,0,0.25,2,4
GJ Bailey ,CH Morris,0.4,0.2,0.2,0,0,0,0.2,0,4
GJ Bailey ,D Wiese,0,0.25,0.25,0,0.25,0,0.25,3,4
GJ Bailey ,DS Kulkarni,0.5,0,0,0,0.25,0,0.25,2,4
GJ Bailey ,HV Patel,0,0.5,0.25,0,0,0,0.25,4,4
GJ Bailey ,Harbhajan Singh,0.2857142857,0.4285714286,0.1428571429,0,0,0,0.1428571429,4,4
GJ Bailey ,Harbhajan Singh,0.25,0.5,0,0,0,0,0.25,0,4
GJ Bailey ,IC Pandey,0.25,0.25,0,0,0.25,0,0.25,3,4
GJ Bailey ,Imran Tahir,0.3333333333,0.3333333333,0.1666666667,0,0,0,0.1666666667,3,4
GJ Bailey ,J Suchith,0,0.375,0.375,0,0,0.125,0.125,3,4
GJ Bailey ,JP Duminy,0,0.6666666667,0,0,0,0,0.3333333333,0,4
GJ Bailey ,JP Duminy,0,0.5,0.25,0,0,0,0.25,0,4
GJ Bailey ,JP Faulkner,0.125,0.375,0.125,0,0.125,0.125,0.125,2,4
GJ Bailey ,KA Pollard,0.25,0.5,0,0,0,0,0.25,2,4
GJ Bailey ,KA Pollard,0,0.5,0,0,0.25,0,0.25,2,4
GJ Bailey ,KV Sharma,0.25,0.5,0,0,0,0,0.25,0,4
GJ Bailey ,KV Sharma,0.2,0.4,0.2,0,0,0,0.2,0,4
GJ Bailey ,M Morkel,0.5714285714,0.1428571429,0,0,0,0.1428571429,0.1428571429,2,4
GJ Bailey ,MC Henriques,0.3333333333,0,0.3333333333,0,0,0,0.3333333333,0,4
GJ Bailey ,MC Henriques,0.4285714286,0.4285714286,0,0,0,0,0.1428571429,0,4
GJ Bailey ,MJ McClenaghan,0,0.6,0.2,0,0,0,0.2,0,4
GJ Bailey ,NM Coulter-Nile,0.375,0.25,0,0,0.25,0,0.125,3,4
GJ Bailey ,P Kumar,0.2857142857,0.1428571429,0,0,0.4285714286,0,0.1428571429,4,4
GJ Bailey ,P Negi,0,0.25,0.25,0,0.25,0,0.25,3,4
GJ Bailey ,P Suyal,0,0.4,0,0,0.4,0,0.2,1,4
GJ Bailey ,PP Chawla,0.3333333333,0.5333333333,0,0,0,0.0666666667,0.0666666667,4,4
GJ Bailey ,PV Tambe,0.5,0.25,0,0,0,0,0.25,0,4
GJ Bailey ,Vinay Kumar,0,0.4,0.2,0,0,0.2,0.2,4,4
